Timestamp,IR_Presence_L1,IR_Presence_L2,IR_Presence_L3,IR_Presence_L4,Vehicle_Count,Average_Speed_kmph,Car_Count,Bike_Count,Bus_Count,Truck_Count,Van_Count,Ambulance_Count,Fire_Truck_Count,Police_Car_Count,Vehicle_Density_Percent,Signal_Duration_Class
08:10:05,1,0,1,1,74,35.8,50,1,2,7,9,0,0,1,37.0,Emergency
08:10:15,1,1,1,1,43,43.2,11,14,0,9,5,0,1,0,21.5,Emergency
08:10:24,0,0,0,0,80,35.9,49,9,4,6,9,1,1,0,40.0,Emergency
08:10:33,1,0,0,0,70,42.6,23,37,2,0,4,1,1,1,35.0,Emergency
08:10:42,1,0,1,0,118,47.2,33,75,2,2,0,1,1,1,59.0,Emergency
08:10:52,1,0,1,0,69,43.8,34,20,4,4,2,0,1,1,34.5,Emergency
08:11:01,0,0,1,0,117,43.2,39,71,2,5,0,0,0,0,58.5,Medium
08:11:10,0,0,0,0,71,41.2,50,5,2,6,2,1,1,1,35.5,Emergency
08:11:20,0,0,0,0,48,43.9,32,4,2,6,0,1,1,1,24.0,Emergency
08:11:29,1,0,0,1,100,40.4,46,35,4,7,3,1,0,0,50.0,Emergency
08:11:38,0,0,1,1,80,35.3,26,35,3,9,4,1,0,1,40.0,Emergency
08:11:48,1,1,1,1,51,43.3,11,25,4,7,1,0,0,0,25.5,Low
08:11:57,0,1,1,1,81,39.7,4,55,4,7,9,0,1,0,40.5,Emergency
08:12:06,0,1,0,0,54,38.4,25,13,3,5,6,0,0,0,27.0,Low
08:12:16,1,0,0,0,36,37.6,8,9,3,8,4,1,0,0,18.0,Emergency
08:12:25,0,1,0,1,71,32.2,16,42,2,2,5,1,0,0,35.5,Emergency
08:12:34,1,0,1,0,57,26.1,21,25,3,1,4,0,0,0,28.5,Low
08:12:44,0,0,1,1,59,52.9,12,29,2,7,2,1,1,1,29.5,Emergency
08:12:53,0,0,0,1,65,40.3,39,18,1,0,2,0,1,1,32.5,Emergency
08:13:02,0,1,1,1,85,38.5,54,6,2,9,9,0,1,1,42.5,Emergency
08:13:12,0,0,0,1,51,36.4,6,28,0,8,6,0,1,0,25.5,Emergency
08:13:21,0,0,1,1,61,40.7,7,33,2,7,7,1,0,1,30.5,Emergency
08:13:30,1,0,1,0,161,44.9,94,47,1,6,9,0,0,0,80.5,High
08:13:40,0,1,0,0,20,46.8,0,4,3,9,1,0,0,0,10.0,Low
08:13:49,1,0,0,1,112,44.8,52,43,2,3,9,1,1,1,56.0,Emergency
08:13:58,1,1,1,0,101,39.7,80,13,0,7,1,0,0,0,50.5,Medium
08:14:07,1,1,0,1,47,33.3,25,9,4,1,6,0,0,1,23.5,Emergency
08:14:17,1,0,1,1,55,42.0,24,11,4,9,5,0,0,0,27.5,Low
08:14:26,1,1,1,0,31,31.5,6,9,4,0,9,0,1,1,15.5,Emergency
08:14:35,1,1,1,1,77,38.3,35,25,4,4,7,0,1,1,38.5,Emergency
08:14:45,0,0,1,0,72,41.0,33,23,4,7,0,1,1,0,36.0,Emergency
08:14:54,0,0,1,0,47,52.8,25,1,4,8,8,1,0,0,23.5,Emergency
08:15:03,0,0,1,1,49,39.5,34,2,1,4,2,1,1,1,24.5,Emergency
08:15:13,0,0,1,0,51,33.4,15,23,2,7,4,0,0,0,25.5,Low
08:15:22,1,0,1,0,89,38.9,25,40,4,9,9,1,0,0,44.5,Emergency
08:15:31,0,1,1,0,45,41.8,18,15,1,6,1,0,1,1,22.5,Emergency
08:15:41,1,0,1,0,43,37.1,13,23,2,1,2,0,0,1,21.5,Emergency
08:15:50,0,0,1,0,48,40.9,21,12,1,0,9,1,1,1,24.0,Emergency
08:15:59,1,1,1,0,45,46.9,12,17,2,6,3,0,1,0,22.5,Emergency
08:16:09,1,0,1,0,31,37.8,6,19,4,0,0,0,0,1,15.5,Emergency
08:16:18,1,1,1,0,78,47.3,14,48,0,7,3,1,0,1,39.0,Emergency
08:16:27,0,0,0,1,48,51.5,24,6,3,3,7,1,0,0,24.0,Emergency
08:16:37,0,0,1,1,96,36.7,56,25,0,0,9,0,1,1,48.0,Emergency
08:16:46,0,1,0,0,49,38.1,17,17,0,7,2,1,0,1,24.5,Emergency
08:16:55,1,0,0,0,33,34.1,3,13,4,1,8,1,0,0,16.5,Emergency
08:17:05,0,0,0,0,42,39.7,24,4,2,1,7,1,0,1,21.0,Emergency
08:17:14,0,1,1,1,50,39.1,12,27,4,0,1,1,0,1,25.0,Emergency
08:17:23,0,1,0,1,47,43.4,32,5,2,7,0,0,0,1,23.5,Emergency
08:17:32,0,0,0,0,102,49.2,62,26,3,6,4,0,0,1,51.0,Emergency
08:17:42,0,0,0,1,77,37.3,38,30,1,3,1,1,0,0,38.5,Emergency
08:17:51,0,1,1,0,55,43.2,26,16,1,7,2,1,1,0,27.5,Emergency
08:18:00,0,1,1,0,33,42.8,21,3,3,3,1,1,0,1,16.5,Emergency
08:18:10,1,1,0,1,101,36.5,64,21,1,7,1,1,1,1,50.5,Emergency
08:18:19,1,1,0,0,58,36.9,32,5,2,9,6,1,1,1,29.0,Emergency
08:18:28,0,1,0,0,64,39.2,38,14,4,3,1,0,1,1,32.0,Emergency
08:18:38,0,0,0,1,92,42.2,58,19,2,8,4,0,0,0,46.0,Low
08:18:47,1,1,0,1,85,41.2,48,24,3,1,7,1,1,0,42.5,Emergency
08:18:56,0,0,1,0,49,42.3,2,28,3,4,7,1,1,0,24.5,Emergency
08:19:06,1,0,0,1,41,43.0,19,3,0,5,8,1,0,1,20.5,Emergency
08:19:15,0,1,1,1,140,49.8,81,45,2,8,0,1,1,0,70.0,Emergency
08:19:24,1,0,1,0,141,38.1,75,56,3,3,0,1,1,1,70.5,Emergency
08:19:34,1,0,1,0,55,37.6,38,1,1,9,1,0,1,1,27.5,Emergency
08:19:43,0,1,0,0,31,45.4,5,8,0,6,8,1,1,1,15.5,Emergency
08:19:52,1,1,1,1,94,40.6,57,21,1,2,8,1,1,1,47.0,Emergency
08:20:02,1,1,1,0,43,44.8,12,12,2,9,2,0,1,1,21.5,Emergency
08:20:11,1,0,0,0,56,54.8,17,18,4,7,8,0,0,1,28.0,Emergency
08:20:20,0,0,0,0,79,39.5,6,48,4,9,7,1,0,1,39.5,Emergency
08:20:30,1,1,1,1,73,41.1,35,25,4,1,3,1,0,1,36.5,Emergency
08:20:39,1,0,1,0,80,45.2,57,11,2,1,7,0,0,0,40.0,Low
08:20:48,1,1,1,1,61,33.1,1,36,4,5,8,1,1,1,30.5,Emergency
08:20:57,0,1,1,0,41,47.2,1,16,2,8,8,1,1,0,20.5,Emergency
08:21:07,0,0,0,1,32,36.2,9,2,1,9,8,0,0,1,16.0,Emergency
08:21:16,1,0,0,1,76,36.2,27,36,4,4,0,0,1,1,38.0,Emergency
08:21:25,0,0,1,1,67,39.6,36,19,1,0,6,0,1,0,33.5,Emergency
08:21:35,0,0,0,0,42,39.8,9,19,4,1,7,0,0,1,21.0,Emergency
08:21:44,0,1,0,0,52,45.0,22,19,4,3,1,1,1,0,26.0,Emergency
08:21:53,0,0,0,1,59,25.5,4,46,1,0,6,0,1,0,29.5,Emergency
08:22:03,1,1,1,0,44,41.0,11,26,0,3,0,0,0,0,22.0,Low
08:22:12,1,0,0,1,56,45.3,8,32,0,8,8,0,0,0,28.0,Low
08:22:21,0,1,1,0,117,45.9,69,33,1,8,6,0,0,0,58.5,Medium
08:22:31,1,1,1,0,35,33.9,14,0,3,9,6,0,0,0,17.5,Low
08:22:40,0,0,0,0,20,48.2,9,1,0,2,4,1,1,1,10.0,Emergency
08:22:49,1,1,0,0,24,45.0,4,1,4,3,6,1,1,1,12.0,Emergency
08:22:59,0,0,0,0,49,44.6,14,24,3,2,3,0,0,1,24.5,Emergency
08:23:08,1,1,0,1,111,39.2,51,45,2,2,7,1,1,1,55.5,Emergency
08:23:17,1,0,0,1,74,39.3,38,12,0,9,9,1,1,1,37.0,Emergency
08:23:27,1,0,1,0,103,39.2,44,41,2,6,5,1,0,1,51.5,Emergency
08:23:36,0,1,0,0,34,37.7,9,7,0,9,4,1,1,1,17.0,Emergency
08:23:45,1,1,0,1,48,34.6,17,18,3,9,0,0,1,0,24.0,Emergency
08:23:55,0,1,1,0,72,33.4,36,14,2,6,9,0,1,0,36.0,Emergency
08:24:04,0,1,0,1,49,40.7,34,6,4,1,2,1,1,0,24.5,Emergency
08:24:13,0,0,0,1,64,41.5,41,6,4,3,7,0,0,1,32.0,Emergency
08:24:22,0,1,0,0,86,37.3,40,38,3,0,1,1,0,1,43.0,Emergency
08:24:32,1,0,1,1,33,34.5,2,21,1,6,1,1,0,0,16.5,Emergency
08:24:41,0,1,1,1,117,43.7,43,57,3,4,8,0,1,1,58.5,Emergency
08:24:50,0,1,1,0,61,45.5,15,29,4,6,2,1,1,0,30.5,Emergency
08:25:00,1,1,1,0,64,43.0,29,20,3,5,5,1,1,0,32.0,Emergency
08:25:09,0,1,1,1,120,38.5,65,40,4,1,8,0,0,0,60.0,Medium
08:25:18,1,1,0,1,53,38.0,5,34,2,5,4,1,1,1,26.5,Emergency
08:25:28,1,1,1,0,34,41.9,13,5,2,6,3,1,0,0,17.0,Emergency
08:25:37,0,1,0,1,39,50.0,17,9,0,1,8,0,1,0,19.5,Emergency
08:25:46,0,1,0,1,54,36.7,2,34,0,5,8,0,0,1,27.0,Emergency
08:25:56,1,1,0,0,67,42.6,44,11,3,3,1,0,1,0,33.5,Emergency
08:26:05,0,1,1,1,29,38.9,1,10,1,7,8,0,0,0,14.5,Low
08:26:14,0,0,1,1,29,47.5,6,15,3,0,3,1,0,1,14.5,Emergency
08:26:24,0,0,1,1,70,44.8,49,4,3,2,6,0,1,1,35.0,Emergency
08:26:33,0,1,0,1,103,42.1,61,26,4,5,5,0,0,1,51.5,Emergency
08:26:42,1,0,0,0,30,39.9,2,16,3,4,3,1,0,0,15.0,Emergency
08:26:52,1,1,1,1,93,42.9,51,28,1,4,9,0,0,0,46.5,Low
08:27:01,1,0,0,0,82,32.0,9,57,3,7,4,1,0,0,41.0,Emergency
08:27:10,1,0,1,1,54,38.0,16,22,4,2,4,1,1,0,27.0,Emergency
08:27:20,1,0,1,0,69,38.2,23,34,0,4,3,0,1,1,34.5,Emergency
08:27:29,0,1,0,0,95,40.9,27,50,2,9,4,0,1,1,47.5,Emergency
08:27:38,1,0,1,1,41,45.0,24,8,1,1,2,0,1,1,20.5,Emergency
08:27:47,1,0,0,0,121,36.2,61,49,1,4,3,1,0,1,60.5,Emergency
08:27:57,1,0,0,1,29,51.8,10,9,0,7,1,0,0,0,14.5,Low
08:28:06,1,1,1,0,65,42.1,21,29,3,4,2,1,0,1,32.5,Emergency
08:28:15,0,1,1,1,84,38.3,46,17,4,4,7,1,1,1,42.0,Emergency
08:28:25,1,0,1,1,117,42.7,88,21,3,1,1,0,0,0,58.5,Medium
08:28:34,0,1,0,0,92,42.5,42,36,4,0,7,0,0,1,46.0,Emergency
08:28:43,0,0,1,0,51,43.6,24,7,1,9,7,0,1,0,25.5,Emergency
08:28:53,0,1,1,0,44,37.1,9,20,2,1,8,1,0,0,22.0,Emergency
08:29:02,1,1,1,1,35,42.9,11,16,0,1,4,0,1,0,17.5,Emergency
08:29:11,0,0,1,1,40,38.6,3,19,1,7,5,0,1,0,20.0,Emergency
08:29:21,1,1,0,0,38,35.3,3,19,0,6,6,1,0,1,19.0,Emergency
08:29:30,1,0,1,1,64,38.8,23,33,1,2,2,0,0,1,32.0,Emergency
08:29:39,1,1,0,1,66,40.6,37,20,3,2,3,1,0,0,33.0,Emergency
08:29:49,1,0,1,0,41,34.9,3,19,2,5,6,0,1,1,20.5,Emergency
08:29:58,0,1,0,1,24,49.3,2,12,2,0,5,0,1,0,12.0,Emergency
08:30:07,0,0,0,0,44,45.2,28,4,3,0,4,1,1,0,22.0,Emergency
08:30:17,1,1,1,1,47,39.0,34,0,0,3,5,0,1,1,23.5,Emergency
08:30:26,1,1,0,0,73,41.8,29,23,3,9,5,1,0,0,36.5,Emergency
08:30:35,1,1,1,1,139,40.6,53,69,3,8,3,1,0,1,69.5,Emergency
08:30:45,1,0,0,0,54,39.2,23,10,3,7,6,0,1,1,27.0,Emergency
08:30:54,1,1,1,0,51,38.8,20,17,4,2,6,1,0,1,25.5,Emergency
08:31:03,0,0,0,0,127,35.9,85,32,0,7,1,1,1,0,63.5,Emergency
08:31:12,0,1,0,0,85,39.2,69,5,1,0,9,0,0,1,42.5,Emergency
08:31:22,1,1,1,1,113,48.2,75,23,3,9,2,1,0,0,56.5,Emergency
08:31:31,1,1,0,0,47,38.7,25,3,3,5,7,1,0,0,23.5,Emergency
08:31:40,1,1,0,0,39,41.8,1,24,2,7,0,1,1,0,19.5,Emergency
08:31:50,0,0,0,1,142,47.9,68,50,2,7,9,1,1,1,71.0,Emergency
08:31:59,0,1,0,0,77,37.8,47,17,1,3,5,1,1,0,38.5,Emergency
08:32:08,0,0,0,1,87,46.4,39,37,0,0,6,1,1,0,43.5,Emergency
08:32:18,1,0,0,1,31,40.1,15,0,4,6,4,0,1,0,15.5,Emergency
08:32:27,1,1,1,1,35,47.1,26,4,0,2,0,1,0,1,17.5,Emergency
08:32:36,1,1,1,0,42,40.8,18,11,0,1,8,0,1,1,21.0,Emergency
08:32:46,1,1,1,1,38,46.6,27,0,4,2,3,1,0,0,19.0,Emergency
08:32:55,1,0,0,0,31,45.0,10,14,2,2,0,1,0,1,15.5,Emergency
08:33:04,1,0,1,1,49,37.8,38,5,0,3,0,1,0,0,24.5,Emergency
08:33:14,1,1,0,0,62,37.0,13,35,3,0,6,0,0,1,31.0,Emergency
08:33:23,0,1,0,0,128,39.0,90,22,2,1,7,1,1,1,64.0,Emergency
08:33:32,0,1,1,0,116,37.3,87,13,1,5,6,1,1,0,58.0,Emergency
08:33:42,1,0,0,1,53,39.5,8,27,3,6,8,0,1,0,26.5,Emergency
08:33:51,1,0,0,1,86,38.1,35,39,0,8,0,1,1,0,43.0,Emergency
08:34:00,0,0,0,0,83,38.6,29,40,3,3,7,1,0,0,41.5,Emergency
08:34:10,1,0,0,0,50,43.7,29,11,2,1,4,0,0,0,25.0,Low
08:34:19,0,0,1,0,115,36.8,67,34,0,1,7,1,0,1,57.5,Emergency
08:34:28,0,0,1,1,62,34.4,18,25,3,5,7,0,0,1,31.0,Emergency
08:34:37,0,0,0,1,48,39.5,6,27,3,3,5,1,0,0,24.0,Emergency
08:34:47,1,1,1,0,39,51.5,5,24,1,0,5,1,0,1,19.5,Emergency
08:34:56,1,1,0,0,64,40.5,39,13,2,3,7,0,0,0,32.0,Low
08:35:05,1,0,1,1,73,37.6,38,20,4,0,9,0,1,1,36.5,Emergency
08:35:15,0,1,0,0,55,43.9,16,23,4,2,6,0,0,0,27.5,Low
08:35:24,1,0,1,0,56,38.0,0,39,3,2,7,1,0,0,28.0,Emergency
08:35:33,1,0,1,0,69,36.7,25,27,1,4,7,0,0,1,34.5,Emergency
08:35:43,0,0,0,0,79,36.5,32,35,1,4,2,0,1,1,39.5,Emergency
08:35:52,0,0,1,1,101,41.7,40,38,1,8,9,1,0,0,50.5,Emergency
08:36:01,1,1,1,0,52,42.3,1,37,2,7,1,0,0,1,26.0,Emergency
08:36:11,0,0,0,0,47,34.6,14,25,4,4,0,0,0,0,23.5,Low
08:36:20,1,1,0,1,115,49.2,72,37,1,1,2,0,1,1,57.5,Emergency
08:36:29,0,0,1,0,76,36.3,31,32,1,7,4,0,1,0,38.0,Emergency
08:36:39,0,0,1,0,125,32.9,94,26,2,0,0,1,1,0,62.5,Emergency
08:36:48,1,1,1,1,43,46.1,30,3,0,1,4,1,1,1,21.5,Emergency
08:36:57,0,0,0,1,74,34.5,49,5,2,4,9,0,1,0,37.0,Emergency
08:37:07,1,1,0,0,36,38.2,5,17,3,8,0,0,0,0,18.0,Low
08:37:16,0,0,1,1,28,34.0,12,1,4,5,4,0,0,0,14.0,Low
08:37:25,1,1,1,0,85,40.7,48,20,3,4,6,1,0,0,42.5,Emergency
08:37:35,0,1,0,0,79,39.0,50,16,2,1,7,1,0,1,39.5,Emergency
08:37:44,0,0,0,0,41,51.7,27,4,0,4,3,1,0,0,20.5,Emergency
08:37:53,0,1,0,1,50,38.2,16,19,0,9,5,0,0,0,25.0,Low
08:38:03,1,1,1,1,115,41.4,69,35,2,0,7,0,0,0,57.5,Medium
08:38:12,1,0,0,1,25,50.6,3,6,4,2,8,1,1,0,12.5,Emergency
08:38:21,0,0,0,1,74,34.2,18,37,2,4,6,1,1,1,37.0,Emergency
08:38:30,1,0,0,1,108,38.0,79,11,1,8,7,0,1,1,54.0,Emergency
08:38:40,1,0,0,0,46,36.3,7,25,0,7,6,1,0,0,23.0,Emergency
08:38:49,1,0,0,0,67,42.1,4,59,0,0,3,0,1,0,33.5,Emergency
08:38:58,1,1,1,1,32,37.0,5,10,2,7,2,1,1,0,16.0,Emergency
08:39:08,1,1,0,0,74,30.5,39,16,1,9,5,1,1,1,37.0,Emergency
08:39:17,0,1,0,0,53,41.1,38,2,2,5,6,0,0,0,26.5,Low
08:39:26,0,1,0,0,61,38.0,24,21,0,6,6,1,1,1,30.5,Emergency
08:39:36,1,1,1,1,57,33.1,31,13,1,3,4,1,0,1,28.5,Emergency
08:39:45,0,0,0,1,28,30.8,17,1,2,8,0,0,0,0,14.0,Low
08:39:54,1,0,1,1,71,39.9,37,16,1,7,8,1,0,1,35.5,Emergency
08:40:04,1,0,1,0,73,33.3,26,33,3,3,3,1,0,0,36.5,Emergency
08:40:13,0,0,1,1,66,35.9,11,36,0,9,6,1,0,0,33.0,Emergency
08:40:22,0,0,1,0,51,37.9,12,32,3,0,3,0,0,1,25.5,Emergency
08:40:32,0,1,0,0,88,37.0,36,41,0,4,5,1,0,1,44.0,Emergency
08:40:41,0,0,1,1,46,46.2,30,1,0,8,5,0,1,1,23.0,Emergency
08:40:50,1,0,0,0,106,38.4,87,7,3,1,2,1,1,1,53.0,Emergency
08:41:00,0,1,1,1,56,38.4,34,12,0,0,5,1,1,0,28.0,Emergency
08:41:09,0,0,1,1,20,43.0,4,5,1,5,0,1,1,1,10.0,Emergency
08:41:18,0,0,0,1,53,38.7,28,10,0,3,9,1,1,1,26.5,Emergency
08:41:28,1,0,1,1,80,42.2,57,11,2,5,4,1,0,0,40.0,Emergency
08:41:37,1,0,1,0,38,35.8,11,15,2,4,3,0,0,1,19.0,Emergency
08:41:46,0,1,0,1,40,43.7,21,3,2,8,1,1,1,0,20.0,Emergency
08:41:55,0,1,1,1,65,50.6,14,31,3,5,8,0,0,1,32.5,Emergency
08:42:05,0,1,0,1,51,42.2,9,26,4,2,4,1,1,1,25.5,Emergency
08:42:14,0,0,0,0,69,46.2,46,8,1,9,0,1,0,1,34.5,Emergency
08:42:23,0,0,1,1,56,35.5,31,12,1,4,4,1,1,1,28.0,Emergency
08:42:33,1,1,1,0,27,39.0,11,12,2,0,0,1,0,0,13.5,Emergency
08:42:42,0,0,1,1,69,33.8,40,15,3,2,7,1,0,1,34.5,Emergency
08:42:51,1,0,0,0,32,36.4,17,5,3,2,1,0,0,0,16.0,Low
08:43:01,1,1,1,0,32,40.8,12,9,3,0,6,0,0,1,16.0,Emergency
08:43:10,1,0,1,1,134,42.3,91,27,1,4,7,1,1,1,67.0,Emergency
08:43:19,0,1,1,0,47,42.7,26,2,3,9,3,0,1,1,23.5,Emergency
08:43:29,1,0,0,1,76,36.8,19,52,2,2,0,0,0,1,38.0,Emergency
08:43:38,1,0,1,0,82,46.6,67,0,1,0,9,1,0,1,41.0,Emergency
08:43:47,0,1,0,0,67,41.1,44,8,4,3,4,1,0,1,33.5,Emergency
08:43:57,0,0,1,1,92,39.1,18,59,1,7,4,0,1,1,46.0,Emergency
08:44:06,1,0,1,1,82,33.7,18,45,3,8,3,1,0,0,41.0,Emergency
08:44:15,0,0,0,1,57,41.8,35,1,4,7,7,1,1,0,28.5,Emergency
08:44:25,0,0,0,0,107,37.5,52,40,0,8,5,1,0,0,53.5,Emergency
08:44:34,1,0,0,1,93,39.6,60,19,2,2,5,0,1,1,46.5,Emergency
08:44:43,1,0,0,1,112,31.4,61,36,0,2,8,1,1,0,56.0,Emergency
08:44:53,0,1,1,1,45,36.6,20,7,0,6,9,1,1,0,22.5,Emergency
08:45:02,0,1,0,0,99,38.4,16,67,3,8,4,0,1,0,49.5,Emergency
08:45:11,0,0,0,1,57,51.5,14,31,2,5,0,0,0,1,28.5,Emergency
08:45:20,1,0,0,1,62,33.5,51,2,0,0,6,1,0,0,31.0,Emergency
08:45:30,1,0,1,1,92,33.9,67,17,0,2,3,0,1,1,46.0,Emergency
08:45:39,0,1,1,0,64,40.3,5,48,2,4,0,0,0,1,32.0,Emergency
08:45:48,1,1,1,0,114,54.6,75,15,2,9,8,1,0,1,57.0,Emergency
08:45:58,0,1,1,1,93,36.1,77,2,1,6,2,0,1,1,46.5,Emergency
08:46:07,0,0,1,1,24,40.0,10,4,2,0,5,0,0,0,12.0,Low
08:46:16,1,0,1,1,73,36.6,40,18,4,1,6,1,0,0,36.5,Emergency
08:46:26,1,0,0,0,57,38.8,22,18,4,7,3,0,1,1,28.5,Emergency
08:46:35,0,0,1,1,27,33.4,5,4,3,8,4,1,1,1,13.5,Emergency
08:46:44,0,0,0,1,75,40.4,58,2,1,1,8,0,1,1,37.5,Emergency
08:46:54,1,1,1,1,47,39.4,19,18,3,2,1,1,0,1,23.5,Emergency
08:47:03,1,0,0,1,70,36.4,32,31,0,3,1,0,1,0,35.0,Emergency
08:47:12,1,0,1,0,77,32.8,44,27,0,0,3,0,0,0,38.5,Low
08:47:22,0,0,1,1,89,47.2,44,31,0,9,1,0,1,1,44.5,Emergency
